,Location,Year,Number,Population,Rate
96,Clinton,2008.0,0.0,3327.0,0.0
97,Clinton,2009.0,0.0,3428.0,0.0
98,Columbia,2009.0,0.0,496.0,0.0
99,Columbia,2011.0,0.0,489.0,0.0
100,Columbia,2012.0,0.0,481.0,0.0
101,Columbia,2013.0,0.0,473.0,0.0
102,Columbia,2014.0,0.0,467.0,0.0
103,Columbia,2015.0,0.0,467.0,0.0
104,Columbia,2016.0,0.0,467.0,0.0
105,Columbia Falls,2009.0,0.0,598.0,0.0
106,Columbia Falls,2012.0,0.0,554.0,0.0
107,Columbia Falls,2015.0,0.0,552.0,0.0
108,Columbia Falls,2016.0,0.0,552.0,0.0
109,Connor Twp,2009.0,0.0,446.0,0.0
110,Connor Twp,2010.0,0.0,457.0,0.0
111,Connor Twp,2014.0,0.0,449.0,0.0
2,Connor Twp,2016.0,0.0,449.0,0.0
3,Cooper,2009.0,0.0,146.0,0.0
4,Cooper,2011.0,0.0,148.0,0.0
5,Cooper,2012.0,0.0,149.0,0.0
6,Cooper,2013.0,0.0,146.0,0.0
7,Cooper,2014.0,0.0,138.0,0.0
8,Cooper,2015.0,0.0,138.0,0.0
9,Cooper,2016.0,0.0,138.0,0.0
10,Coplin Plt,2008.0,0.0,144.0,0.0
11,Coplin Plt,2009.0,0.0,159.0,0.0
12,Coplin Plt,2010.0,0.0,166.0,0.0
13,Coplin Plt,2011.0,0.0,166.0,0.0
14,Coplin Plt,2012.0,0.0,163.0,0.0
15,Coplin Plt,2013.0,0.0,162.0,0.0
16,Coplin Plt,2014.0,0.0,165.0,0.0
17,Coplin Plt,2015.0,0.0,165.0,0.0
18,Coplin Plt,2016.0,0.0,165.0,0.0
19,Corinna,2008.0,0.0,2276.0,0.0
20,Corinna,2011.0,0.0,2204.0,0.0
21,Corinna,2012.0,0.0,2198.0,0.0
22,Corinna,2013.0,0.0,2174.0,0.0
23,Corinna,2015.0,0.0,2167.0,0.0
24,Corinna,2016.0,0.0,2167.0,0.0
25,Corinth,2008.0,0.0,2877.0,0.0
26,Corinth,2010.0,0.0,2878.0,0.0
27,Corinth,2011.0,0.0,2886.0,0.0
28,Corinth,2012.0,0.0,2881.0,0.0
29,Corinth,2015.0,0.0,2869.0,0.0
30,Cornville,2008.0,0.0,1375.0,0.0
31,Cornville,2009.0,0.0,1348.0,0.0
32,Cornville,2010.0,0.0,1314.0,0.0
33,Cornville,2011.0,0.0,1291.0,0.0
34,Cornville,2012.0,0.0,1312.0,0.0
35,Cornville,2013.0,0.0,1312.0,0.0
36,Cornville,2014.0,0.0,1301.0,0.0
37,Cornville,2015.0,0.0,1301.0,0.0
38,Cranberry Isles,2008.0,0.0,121.0,0.0
39,Cranberry Isles,2009.0,0.0,133.0,0.0
40,Cranberry Isles,2010.0,0.0,141.0,0.0
41,Cranberry Isles,2011.0,0.0,138.0,0.0
42,Cranberry Isles,2012.0,0.0,137.0,0.0
43,Cranberry Isles,2013.0,0.0,142.0,0.0
44,Cranberry Isles,2014.0,0.0,140.0,0.0
45,Cranberry Isles,2015.0,0.0,140.0,0.0
46,Cranberry Isles,2016.0,0.0,140.0,0.0
47,Crawford,2009.0,0.0,103.0,0.0
48,Crawford,2011.0,0.0,104.0,0.0
49,Crawford,2012.0,0.0,104.0,0.0
50,Crawford,2013.0,0.0,102.0,0.0
51,Crawford,2014.0,0.0,100.0,0.0
52,Crawford,2015.0,0.0,100.0,0.0
53,Crawford,2016.0,0.0,100.0,0.0
54,Crystal,2009.0,0.0,267.0,0.0
55,Crystal,2010.0,0.0,269.0,0.0
56,Crystal,2014.0,0.0,259.0,0.0
57,Crystal,2016.0,0.0,259.0,0.0
58,Cutler,2009.0,0.0,556.0,0.0
59,Cutler,2011.0,0.0,507.0,0.0
60,Cutler,2012.0,0.0,504.0,0.0
61,Cutler,2013.0,0.0,502.0,0.0
62,Cutler,2015.0,0.0,503.0,0.0
63,Cyr Plt,2009.0,0.0,108.0,0.0
64,Cyr Plt,2010.0,0.0,103.0,0.0
65,Cyr Plt,2014.0,0.0,102.0,0.0
66,Cyr Plt,2016.0,0.0,102.0,0.0
67,Dallas Plt,2008.0,0.0,261.0,0.0
68,Dallas Plt,2009.0,0.0,292.0,0.0
69,Dallas Plt,2010.0,0.0,309.0,0.0
70,Dallas Plt,2011.0,0.0,307.0,0.0
71,Dallas Plt,2012.0,0.0,303.0,0.0
72,Dallas Plt,2013.0,0.0,300.0,0.0
73,Dallas Plt,2014.0,0.0,305.0,0.0
74,Dallas Plt,2015.0,0.0,305.0,0.0
75,Dallas Plt,2016.0,0.0,305.0,0.0
76,Danforth,2009.0,0.0,585.0,0.0
77,Danforth,2011.0,0.0,602.0,0.0
78,Danforth,2012.0,0.0,592.0,0.0
79,Danforth,2013.0,0.0,592.0,0.0
80,Danforth,2014.0,0.0,580.0,0.0
81,Danforth,2015.0,0.0,580.0,0.0
82,Danforth,2016.0,0.0,580.0,0.0
83,Deblois,2009.0,0.0,52.0,0.0
84,Deblois,2011.0,0.0,57.0,0.0
85,Deblois,2012.0,0.0,58.0,0.0
86,Deblois,2013.0,0.0,57.0,0.0
87,Deblois,2014.0,0.0,57.0,0.0
88,Deblois,2015.0,0.0,57.0,0.0
89,Deblois,2016.0,0.0,57.0,0.0
90,Dedham,2008.0,0.0,1465.0,0.0
91,Dedham,2009.0,0.0,1604.0,0.0
92,Dedham,2012.0,0.0,1686.0,0.0
93,Dedham,2015.0,0.0,1713.0,0.0
94,Deer Isle,2008.0,0.0,1884.0,0.0
95,Deer Isle,2010.0,0.0,1975.0,0.0
96,Denmark,2010.0,0.0,1148.0,0.0
97,Denmark,2016.0,0.0,1147.0,0.0
98,Dennysville,2009.0,0.0,330.0,0.0
99,Dennysville,2011.0,0.0,337.0,0.0
100,Dennysville,2012.0,0.0,333.0,0.0
101,Dennysville,2013.0,0.0,323.0,0.0
102,Dennysville,2014.0,0.0,318.0,0.0
103,Dennysville,2015.0,0.0,318.0,0.0
104,Dennysville,2016.0,0.0,318.0,0.0
105,Detroit,2008.0,0.0,809.0,0.0
106,Detroit,2009.0,0.0,839.0,0.0
107,Detroit,2010.0,0.0,852.0,0.0
108,Detroit,2011.0,0.0,839.0,0.0
109,Detroit,2012.0,0.0,845.0,0.0
110,Detroit,2014.0,0.0,842.0,0.0
111,Detroit,2015.0,0.0,842.0,0.0
2,Dexter,2010.0,0.0,3895.0,0.0
3,Dexter,2011.0,0.0,3886.0,0.0
4,Dexter,2012.0,0.0,3876.0,0.0
5,Dexter,2014.0,0.0,3831.0,0.0
6,Dexter,2015.0,0.0,3831.0,0.0
7,Dixfield,2008.0,0.0,2582.0,0.0
8,Dixfield,2009.0,0.0,2592.0,0.0
9,Dixfield,2012.0,0.0,2481.0,0.0
10,Dixfield,2013.0,0.0,2484.0,0.0
11,Dixfield,2014.0,0.0,2463.0,0.0
12,Dixmont,2008.0,0.0,1192.0,0.0
13,Dixmont,2010.0,0.0,1181.0,0.0
14,Dixmont,2012.0,0.0,1176.0,0.0
15,Dover-Foxcroft,2013.0,0.0,4084.0,0.0
16,Dover-Foxcroft,2016.0,0.0,4045.0,0.0
17,Drew Plt,2008.0,0.0,57.0,0.0
18,Dyer Brook,2009.0,0.0,202.0,0.0
19,Dyer Brook,2010.0,0.0,213.0,0.0
20,Dyer Brook,2014.0,0.0,212.0,0.0
21,Dyer Brook,2016.0,0.0,212.0,0.0
22,Eagle Lake,2009.0,0.0,842.0,0.0
23,Eagle Lake,2010.0,0.0,864.0,0.0
24,Eagle Lake,2014.0,0.0,826.0,0.0
25,Eagle Lake,2016.0,0.0,826.0,0.0
26,East Central Franklin,2008.0,0.0,719.0,0.0
27,East Central Franklin,2009.0,0.0,781.0,0.0
28,East Central Franklin,2010.0,0.0,808.0,0.0
29,East Central Franklin,2011.0,0.0,818.0,0.0
30,East Central Franklin,2012.0,0.0,811.0,0.0
31,East Central Franklin,2013.0,0.0,804.0,0.0
32,East Central Franklin,2014.0,0.0,812.0,0.0
33,East Central Franklin,2015.0,0.0,812.0,0.0
34,East Central Franklin,2016.0,0.0,812.0,0.0
35,East Central Penobscot,2008.0,0.0,335.0,0.0
36,East Central Penobscot,2010.0,0.0,343.0,0.0
37,East Central Penobscot,2011.0,0.0,365.0,0.0
38,East Central Penobscot,2012.0,0.0,360.0,0.0
39,East Central Penobscot,2013.0,0.0,352.0,0.0
40,East Central Penobscot,2014.0,0.0,356.0,0.0
41,East Central Penobscot,2015.0,0.0,356.0,0.0
42,East Central Penobscot,2016.0,0.0,356.0,0.0
43,East Central Washington,2009.0,0.0,716.0,0.0
44,East Central Washington,2011.0,0.0,726.0,0.0
45,East Central Washington,2012.0,0.0,724.0,0.0
46,East Central Washington,2013.0,0.0,721.0,0.0
47,East Central Washington,2014.0,0.0,726.0,0.0
48,East Central Washington,2015.0,0.0,726.0,0.0
49,East Central Washington,2016.0,0.0,726.0,0.0
50,East Hancock,2008.0,0.0,73.0,0.0
51,East Hancock,2009.0,0.0,86.0,0.0
52,East Hancock,2010.0,0.0,94.0,0.0
53,East Hancock,2011.0,0.0,96.0,0.0
54,East Hancock,2012.0,0.0,95.0,0.0
55,East Hancock,2013.0,0.0,97.0,0.0
56,East Hancock,2014.0,0.0,97.0,0.0
57,East Hancock,2015.0,0.0,97.0,0.0
58,East Hancock,2016.0,0.0,97.0,0.0
59,East Millinocket,2008.0,0.0,1727.0,0.0
60,East Millinocket,2012.0,0.0,1718.0,0.0
61,East Millinocket,2013.0,0.0,1688.0,0.0
62,East Millinocket,2014.0,0.0,1694.0,0.0
63,East Millinocket,2015.0,0.0,1694.0,0.0
64,East Millinocket,2016.0,0.0,1694.0,0.0
65,Eastbrook,2008.0,0.0,395.0,0.0
66,Eastbrook,2009.0,0.0,415.0,0.0
67,Eastbrook,2010.0,0.0,423.0,0.0
68,Eastbrook,2011.0,0.0,429.0,0.0
69,Eastbrook,2012.0,0.0,430.0,0.0
70,Eastbrook,2013.0,0.0,428.0,0.0
71,Eastbrook,2014.0,0.0,436.0,0.0
72,Eastbrook,2015.0,0.0,436.0,0.0
73,Eastbrook,2016.0,0.0,436.0,0.0
74,Easton,2009.0,0.0,1261.0,0.0
75,Easton,2010.0,0.0,1287.0,0.0
76,Easton,2014.0,0.0,1252.0,0.0
77,Easton,2016.0,0.0,1252.0,0.0
78,Eastport,2009.0,0.0,1400.0,0.0
79,Eastport,2011.0,0.0,1311.0,0.0
80,Eastport,2012.0,0.0,1302.0,0.0
81,Eastport,2013.0,0.0,1285.0,0.0
82,Eastport,2014.0,0.0,1244.0,0.0
83,Eastport,2015.0,0.0,1244.0,0.0
84,Eastport,2016.0,0.0,1244.0,0.0
85,Eddington,2008.0,0.0,2149.0,0.0
86,Eddington,2010.0,0.0,2225.0,0.0
87,Eddington,2014.0,0.0,2211.0,0.0
88,Edinburg,2008.0,0.0,102.0,0.0
89,Edinburg,2010.0,0.0,131.0,0.0
90,Edinburg,2011.0,0.0,135.0,0.0
91,Edinburg,2012.0,0.0,133.0,0.0
92,Edinburg,2013.0,0.0,131.0,0.0
93,Edinburg,2014.0,0.0,133.0,0.0
94,Edinburg,2015.0,0.0,133.0,0.0
95,Edinburg,2016.0,0.0,133.0,0.0
96,Ellsworth,2008.0,0.0,7015.0,0.0
97,Ellsworth,2011.0,0.0,7704.0,0.0
98,Embden,2008.0,0.0,1014.0,0.0
99,Embden,2009.0,0.0,977.0,0.0
100,Embden,2010.0,0.0,939.0,0.0
101,Embden,2012.0,0.0,946.0,0.0
102,Embden,2013.0,0.0,912.0,0.0
103,Embden,2014.0,0.0,912.0,0.0
104,Embden,2015.0,0.0,912.0,0.0
105,Enfield,2008.0,0.0,1601.0,0.0
106,Enfield,2010.0,0.0,1607.0,0.0
107,Enfield,2011.0,0.0,1642.0,0.0
108,Enfield,2012.0,0.0,1626.0,0.0
109,Enfield,2013.0,0.0,1622.0,0.0
110,Enfield,2014.0,0.0,1616.0,0.0
111,Enfield,2015.0,0.0,1616.0,0.0
2,Enfield,2016.0,0.0,1616.0,0.0
3,Etna,2010.0,0.0,1246.0,0.0
4,Etna,2011.0,0.0,1233.0,0.0
5,Etna,2012.0,0.0,1242.0,0.0
6,Etna,2013.0,0.0,1253.0,0.0
7,Etna,2014.0,0.0,1266.0,0.0
8,Etna,2015.0,0.0,1266.0,0.0
9,Eustis,2008.0,0.0,726.0,0.0
10,Eustis,2009.0,0.0,674.0,0.0
11,Eustis,2010.0,0.0,618.0,0.0
12,Eustis,2011.0,0.0,620.0,0.0
13,Eustis,2012.0,0.0,621.0,0.0
14,Eustis,2014.0,0.0,631.0,0.0
15,Eustis,2015.0,0.0,631.0,0.0
16,Eustis,2016.0,0.0,631.0,0.0
17,Exeter,2008.0,0.0,1073.0,0.0
18,Exeter,2010.0,0.0,1092.0,0.0
19,Exeter,2011.0,0.0,1099.0,0.0
20,Exeter,2012.0,0.0,1091.0,0.0
21,Exeter,2013.0,0.0,1085.0,0.0
22,Exeter,2015.0,0.0,1085.0,0.0
23,Exeter,2016.0,0.0,1085.0,0.0
24,Farmington,2016.0,0.0,7519.0,0.0
25,Fayette,2008.0,0.0,1155.0,0.0
26,Fayette,2010.0,0.0,1140.0,0.0
27,Fayette,2012.0,0.0,1142.0,0.0
28,Fayette,2014.0,0.0,1124.0,0.0
29,Fayette,2015.0,0.0,1124.0,0.0
30,Fletchers Landing Twp,2008.0,0.0,136.0,0.0
31,Fletchers Landing Twp,2009.0,0.0,126.0,0.0
32,Fletchers Landing Twp,2010.0,0.0,117.0,0.0
33,Fletchers Landing Twp,2011.0,0.0,119.0,0.0
34,Fletchers Landing Twp,2012.0,0.0,119.0,0.0
35,Fletchers Landing Twp,2013.0,0.0,122.0,0.0
36,Fletchers Landing Twp,2014.0,0.0,122.0,0.0
37,Fletchers Landing Twp,2015.0,0.0,122.0,0.0
38,Fletchers Landing Twp,2016.0,0.0,122.0,0.0
39,Fort Fairfield,2009.0,0.0,3498.0,0.0
40,Fort Fairfield,2010.0,0.0,3496.0,0.0
41,Fort Fairfield,2014.0,0.0,3376.0,0.0
42,Fort Fairfield,2016.0,0.0,3376.0,0.0
43,Fort Kent,2009.0,0.0,4158.0,0.0
44,Fort Kent,2010.0,0.0,4097.0,0.0
45,Fort Kent,2014.0,0.0,3928.0,0.0
46,Fort Kent,2016.0,0.0,3928.0,0.0
47,Frankfort,2008.0,0.0,1041.0,0.0
48,Frankfort,2009.0,0.0,1092.0,0.0
49,Frankfort,2011.0,0.0,1116.0,0.0
50,Frankfort,2012.0,0.0,1126.0,0.0
51,Frankfort,2013.0,0.0,1136.0,0.0
52,Frankfort,2016.0,0.0,1132.0,0.0
53,Franklin,2008.0,0.0,1452.0,0.0
54,Franklin,2010.0,0.0,1483.0,0.0
55,Franklin,2012.0,0.0,1493.0,0.0
56,Franklin,2013.0,0.0,1491.0,0.0
57,Franklin,2015.0,0.0,1502.0,0.0
58,Freedom,2008.0,0.0,682.0,0.0
59,Freedom,2010.0,0.0,719.0,0.0
60,Freedom,2012.0,0.0,720.0,0.0
61,Freedom,2014.0,0.0,719.0,0.0
62,Freedom,2015.0,0.0,719.0,0.0
63,Frenchboro,2010.0,0.0,61.0,0.0
64,Frenchboro,2011.0,0.0,64.0,0.0
65,Frenchboro,2012.0,0.0,64.0,0.0
66,Frenchboro,2013.0,0.0,65.0,0.0
67,Frenchboro,2014.0,0.0,65.0,0.0
68,Frenchboro,2015.0,0.0,65.0,0.0
69,Frenchboro,2016.0,0.0,65.0,0.0
70,Frenchville,2009.0,0.0,1129.0,0.0
71,Frenchville,2010.0,0.0,1087.0,0.0
72,Frenchville,2016.0,0.0,1024.0,0.0
73,Friendship,2008.0,0.0,1197.0,0.0
74,Friendship,2009.0,0.0,1162.0,0.0
75,Friendship,2010.0,0.0,1152.0,0.0
76,Friendship,2011.0,0.0,1157.0,0.0
77,Fryeburg,2008.0,0.0,3190.0,0.0
78,Fryeburg,2012.0,0.0,3433.0,0.0
79,Garfield Plt,2009.0,0.0,81.0,0.0
80,Garfield Plt,2010.0,0.0,81.0,0.0
81,Garfield Plt,2014.0,0.0,82.0,0.0
82,Garfield Plt,2016.0,0.0,82.0,0.0
83,Garland,2008.0,0.0,1071.0,0.0
84,Garland,2010.0,0.0,1105.0,0.0
85,Garland,2012.0,0.0,1097.0,0.0
86,Garland,2013.0,0.0,1087.0,0.0
87,Garland,2014.0,0.0,1083.0,0.0
88,Garland,2015.0,0.0,1083.0,0.0
89,Gilead,2008.0,0.0,175.0,0.0
90,Gilead,2009.0,0.0,196.0,0.0
91,Gilead,2010.0,0.0,209.0,0.0
92,Gilead,2011.0,0.0,213.0,0.0
93,Gilead,2012.0,0.0,211.0,0.0
94,Gilead,2013.0,0.0,214.0,0.0
95,Gilead,2014.0,0.0,213.0,0.0
96,Gilead,2015.0,0.0,213.0,0.0
97,Gilead,2016.0,0.0,213.0,0.0
98,Glenburn,2008.0,0.0,4526.0,0.0
99,Glenburn,2010.0,0.0,4594.0,0.0
100,Glenburn,2011.0,0.0,4642.0,0.0
101,Glenburn,2013.0,0.0,4768.0,0.0
102,Glenburn,2014.0,0.0,4646.0,0.0
103,Gouldsboro,2008.0,0.0,1996.0,0.0
104,Gouldsboro,2010.0,0.0,1737.0,0.0
105,Gouldsboro,2012.0,0.0,1738.0,0.0
106,Grand Isle,2009.0,0.0,467.0,0.0
107,Grand Isle,2010.0,0.0,467.0,0.0
108,Grand Isle,2014.0,0.0,445.0,0.0
109,Grand Isle,2016.0,0.0,445.0,0.0
110,Grand Lake Stream Plt,2009.0,0.0,119.0,0.0
111,Grand Lake Stream Plt,2011.0,0.0,108.0,0.0
2,Grand Lake Stream Plt,2012.0,0.0,105.0,0.0
3,Grand Lake Stream Plt,2013.0,0.0,106.0,0.0
4,Grand Lake Stream Plt,2014.0,0.0,103.0,0.0
5,Grand Lake Stream Plt,2015.0,0.0,103.0,0.0
6,Grand Lake Stream Plt,2016.0,0.0,103.0,0.0
7,Great Pond,2009.0,0.0,52.0,0.0
8,Great Pond,2010.0,0.0,58.0,0.0
9,Great Pond,2011.0,0.0,59.0,0.0
10,Great Pond,2012.0,0.0,59.0,0.0
11,Great Pond,2013.0,0.0,60.0,0.0
12,Great Pond,2014.0,0.0,61.0,0.0
13,Great Pond,2015.0,0.0,61.0,0.0
14,Great Pond,2016.0,0.0,61.0,0.0
15,Greenbush,2008.0,0.0,1459.0,0.0
16,Greenbush,2010.0,0.0,1491.0,0.0
17,Greenbush,2011.0,0.0,1532.0,0.0
18,Greenbush,2012.0,0.0,1520.0,0.0
19,Greenbush,2013.0,0.0,1510.0,0.0
20,Greenbush,2014.0,0.0,1540.0,0.0
21,Greenville,2013.0,0.0,1601.0,0.0
22,Greenwood,2008.0,0.0,862.0,0.0
23,Greenwood,2009.0,0.0,853.0,0.0
24,Greenwood,2011.0,0.0,833.0,0.0
25,Greenwood,2012.0,0.0,837.0,0.0
26,Greenwood,2013.0,0.0,838.0,0.0
27,Greenwood,2014.0,0.0,850.0,0.0
28,Greenwood,2015.0,0.0,850.0,0.0
29,Guilford,2013.0,0.0,1480.0,0.0
30,Guilford,2016.0,0.0,1468.0,0.0
31,Hamlin,2010.0,0.0,219.0,0.0
32,Hamlin,2014.0,0.0,215.0,0.0
33,Hamlin,2016.0,0.0,215.0,0.0
34,Hammond,2009.0,0.0,114.0,0.0
35,Hammond,2010.0,0.0,118.0,0.0
36,Hammond,2014.0,0.0,114.0,0.0
37,Hammond,2016.0,0.0,114.0,0.0
38,Hampden,2010.0,0.0,7257.0,0.0
39,Hampden,2011.0,0.0,7232.0,0.0
40,Hancock,2008.0,0.0,2296.0,0.0
41,Hancock,2009.0,0.0,2375.0,0.0
42,Hancock,2010.0,0.0,2394.0,0.0
43,Hancock,2011.0,0.0,2410.0,0.0
44,Hancock,2012.0,0.0,2410.0,0.0
45,Hancock,2013.0,0.0,2422.0,0.0
46,Hanover,2008.0,0.0,305.0,0.0
47,Hanover,2010.0,0.0,238.0,0.0
48,Hanover,2011.0,0.0,236.0,0.0
49,Hanover,2012.0,0.0,235.0,0.0
50,Hanover,2013.0,0.0,233.0,0.0
51,Hanover,2014.0,0.0,236.0,0.0
52,Hanover,2015.0,0.0,236.0,0.0
53,Hanover,2016.0,0.0,236.0,0.0
54,Harmony,2008.0,0.0,931.0,0.0
55,Harmony,2009.0,0.0,942.0,0.0
56,Harmony,2010.0,0.0,939.0,0.0
57,Harmony,2012.0,0.0,925.0,0.0
58,Harmony,2015.0,0.0,892.0,0.0
59,Harmony,2016.0,0.0,892.0,0.0
60,Harrington,2009.0,0.0,969.0,0.0
61,Harrington,2012.0,0.0,997.0,0.0
62,Harrington,2013.0,0.0,994.0,0.0
63,Harrington,2014.0,0.0,982.0,0.0
64,Harrington,2015.0,0.0,982.0,0.0
65,Harrison,2008.0,0.0,2499.0,0.0
66,Harrison,2011.0,0.0,2750.0,0.0
67,Hartford,2010.0,0.0,1185.0,0.0
68,Hartford,2011.0,0.0,1194.0,0.0
69,Hartford,2013.0,0.0,1195.0,0.0
70,Hartford,2016.0,0.0,1199.0,0.0
71,Hartland,2008.0,0.0,1875.0,0.0
72,Hartland,2009.0,0.0,1833.0,0.0
73,Hartland,2010.0,0.0,1782.0,0.0
74,Hartland,2011.0,0.0,1774.0,0.0
75,Hartland,2012.0,0.0,1768.0,0.0
76,Hartland,2013.0,0.0,1763.0,0.0
77,Hartland,2016.0,0.0,1739.0,0.0
78,Haynesville,2009.0,0.0,122.0,0.0
79,Haynesville,2010.0,0.0,121.0,0.0
80,Haynesville,2014.0,0.0,113.0,0.0
81,Haynesville,2016.0,0.0,113.0,0.0
82,Hebron,2009.0,0.0,1392.0,0.0
83,Hebron,2010.0,0.0,1416.0,0.0
84,Hebron,2011.0,0.0,1431.0,0.0
85,Hebron,2012.0,0.0,1421.0,0.0
86,Hebron,2014.0,0.0,1429.0,0.0
87,Hermon,2008.0,0.0,5094.0,0.0
88,Hermon,2010.0,0.0,5416.0,0.0
89,Hermon,2011.0,0.0,5481.0,0.0
90,Hersey,2009.0,0.0,75.0,0.0
91,Hersey,2010.0,0.0,83.0,0.0
92,Hersey,2014.0,0.0,82.0,0.0
93,Hersey,2016.0,0.0,82.0,0.0
94,Highland Plt,2008.0,0.0,50.0,0.0
95,Highland Plt,2009.0,0.0,63.0,0.0
96,Highland Plt,2010.0,0.0,73.0,0.0
97,Highland Plt,2011.0,0.0,73.0,0.0
98,Highland Plt,2012.0,0.0,74.0,0.0
99,Highland Plt,2013.0,0.0,72.0,0.0
100,Highland Plt,2014.0,0.0,71.0,0.0
101,Highland Plt,2015.0,0.0,71.0,0.0
102,Highland Plt,2016.0,0.0,71.0,0.0
103,Hiram,2010.0,0.0,1620.0,0.0
104,Hodgdon,2010.0,0.0,1309.0,0.0
105,Hodgdon,2014.0,0.0,1304.0,0.0
106,Hodgdon,2016.0,0.0,1304.0,0.0
107,Holden,2008.0,0.0,3061.0,0.0
108,Holden,2010.0,0.0,3076.0,0.0
109,Holden,2011.0,0.0,3063.0,0.0
110,Houlton,2009.0,0.0,6206.0,0.0
111,Houlton,2010.0,0.0,6123.0,0.0
2,Houlton,2016.0,0.0,5849.0,0.0
3,Howland,2008.0,0.0,1284.0,0.0
4,Howland,2010.0,0.0,1241.0,0.0
5,Howland,2011.0,0.0,1267.0,0.0
6,Howland,2012.0,0.0,1247.0,0.0
7,Howland,2013.0,0.0,1228.0,0.0
8,Howland,2014.0,0.0,1242.0,0.0
9,Howland,2015.0,0.0,1242.0,0.0
10,Hudson,2008.0,0.0,1629.0,0.0
11,Hudson,2010.0,0.0,1536.0,0.0
12,Hudson,2011.0,0.0,1548.0,0.0
13,Hudson,2012.0,0.0,1560.0,0.0
14,Hudson,2015.0,0.0,1562.0,0.0
15,Hudson,2016.0,0.0,1562.0,0.0
16,Indian Island,2008.0,0.0,582.0,0.0
17,Indian Island,2010.0,0.0,610.0,0.0
18,Indian Island,2011.0,0.0,622.0,0.0
19,Indian Island,2012.0,0.0,622.0,0.0
20,Indian Island,2013.0,0.0,645.0,0.0
21,Indian Island,2014.0,0.0,633.0,0.0
22,Indian Island,2015.0,0.0,633.0,0.0
23,Indian Island,2016.0,0.0,633.0,0.0
24,Indian Twp Res,2009.0,0.0,697.0,0.0
25,Indian Twp Res,2011.0,0.0,737.0,0.0
26,Indian Twp Res,2012.0,0.0,743.0,0.0
27,Indian Twp Res,2013.0,0.0,732.0,0.0
28,Indian Twp Res,2014.0,0.0,737.0,0.0
29,Indian Twp Res,2015.0,0.0,737.0,0.0
30,Indian Twp Res,2016.0,0.0,737.0,0.0
31,Industry,2008.0,0.0,784.0,0.0
32,Industry,2009.0,0.0,880.0,0.0
33,Industry,2010.0,0.0,929.0,0.0
34,Industry,2011.0,0.0,953.0,0.0
35,Industry,2013.0,0.0,925.0,0.0
36,Industry,2014.0,0.0,914.0,0.0
37,Industry,2015.0,0.0,914.0,0.0
38,Industry,2016.0,0.0,914.0,0.0
39,Island Falls,2010.0,0.0,837.0,0.0
40,Island Falls,2014.0,0.0,819.0,0.0
41,Island Falls,2016.0,0.0,819.0,0.0
42,Isle au Haut,2008.0,0.0,83.0,0.0
43,Isle au Haut,2009.0,0.0,76.0,0.0
44,Isle au Haut,2011.0,0.0,74.0,0.0
45,Isle au Haut,2012.0,0.0,73.0,0.0
46,Isle au Haut,2013.0,0.0,73.0,0.0
47,Isle au Haut,2014.0,0.0,73.0,0.0
48,Isle au Haut,2015.0,0.0,73.0,0.0
49,Jackman,2008.0,0.0,708.0,0.0
50,Jackman,2009.0,0.0,801.0,0.0
51,Jackman,2010.0,0.0,862.0,0.0
52,Jackman,2011.0,0.0,874.0,0.0
53,Jackman,2012.0,0.0,870.0,0.0
54,Jackman,2014.0,0.0,851.0,0.0
55,Jackman,2015.0,0.0,851.0,0.0
56,Jackman,2016.0,0.0,851.0,0.0
57,Jackson,2008.0,0.0,525.0,0.0
58,Jackson,2009.0,0.0,540.0,0.0
59,Jackson,2010.0,0.0,548.0,0.0
60,Jackson,2011.0,0.0,553.0,0.0
61,Jackson,2013.0,0.0,553.0,0.0
62,Jackson,2016.0,0.0,563.0,0.0
63,Jonesboro,2009.0,0.0,609.0,0.0
64,Jonesboro,2011.0,0.0,588.0,0.0
65,Jonesboro,2012.0,0.0,579.0,0.0
66,Jonesboro,2013.0,0.0,572.0,0.0
67,Jonesboro,2014.0,0.0,564.0,0.0
68,Jonesboro,2015.0,0.0,564.0,0.0
69,Jonesboro,2016.0,0.0,564.0,0.0
70,Jonesport,2009.0,0.0,1413.0,0.0
71,Jonesport,2011.0,0.0,1369.0,0.0
72,Jonesport,2012.0,0.0,1357.0,0.0
73,Jonesport,2013.0,0.0,1335.0,0.0
74,Jonesport,2014.0,0.0,1310.0,0.0
75,Jonesport,2015.0,0.0,1310.0,0.0
76,Kenduskeag,2010.0,0.0,1348.0,0.0
77,Kenduskeag,2012.0,0.0,1354.0,0.0
78,Kenduskeag,2014.0,0.0,1369.0,0.0
79,Kenduskeag,2015.0,0.0,1369.0,0.0
80,Kingfield,2008.0,0.0,1150.0,0.0
81,Kingfield,2009.0,0.0,1078.0,0.0
82,Kingfield,2011.0,0.0,1002.0,0.0
83,Kingfield,2012.0,0.0,999.0,0.0
84,Kingfield,2013.0,0.0,989.0,0.0
85,Kingfield,2014.0,0.0,999.0,0.0
86,Kingfield,2016.0,0.0,999.0,0.0
87,Kingman Twp,2008.0,0.0,199.0,0.0
88,Kingman Twp,2010.0,0.0,174.0,0.0
89,Kingman Twp,2011.0,0.0,178.0,0.0
90,Kingman Twp,2012.0,0.0,175.0,0.0
91,Kingman Twp,2013.0,0.0,170.0,0.0
92,Kingman Twp,2014.0,0.0,170.0,0.0
